subject	subject_value	predicate	object	object_value
MONDO:0001246	typhus	skos:broadMatch	<https://icd.codes/icd10cm/A75.2>	
MONDO:0001246	typhus	skos:broadMatch	<https://icd.codes/icd10cm/A75.1>	
MONDO:0001246	typhus	skos:broadMatch	<https://icd.codes/icd10cm/A75.0>	
MONDO:0001246	typhus	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A75.9>	Typhus fever, unspecified
MONDO:0001246	typhus	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A75.3>	Typhus fever due to Rickettsia tsutsugamushi
MONDO:0001246	typhus	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A75.2>	Typhus fever due to Rickettsia typhi
MONDO:0001246	typhus	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A75.1>	Recrudescent typhus [Brill's disease]
MONDO:0001246	typhus	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A75.0>	Epidemic louse-borne typhus fever due to Rickettsia prowazekii
MONDO:0001251	chronic apical periodontitis	skos:exactMatch	<https://icd.codes/icd10cm/K04.5>	
MONDO:0001251	chronic apical periodontitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K04.5>	Chronic apical periodontitis
MONDO:0001258	vertebral artery occlusion	skos:exactMatch	<https://icd.codes/icd10cm/I65.0>	
MONDO:0001258	vertebral artery occlusion	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I65.0>	Occlusion and stenosis of vertebral artery
MONDO:0001260	cercarial dermatitis	skos:exactMatch	<https://icd.codes/icd10cm/B65.3>	
MONDO:0001260	cercarial dermatitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B65.3>	Cercarial dermatitis
MONDO:0001265	schizophreniform disorder	skos:exactMatch	<https://icd.codes/icd10cm/F20.81>	
MONDO:0001265	schizophreniform disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F20.81>	Schizophreniform disorder
MONDO:0001266	erysipelas	skos:exactMatch	<https://icd.codes/icd10cm/A46>	
MONDO:0001266	erysipelas	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A46>	Erysipelas
MONDO:0001268	gingival recession	skos:exactMatch	<https://icd.codes/icd10cm/K06.0>	
MONDO:0001268	gingival recession	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K06.0>	Gingival recession
MONDO:0001272	functional diarrhea	skos:exactMatch	<https://icd.codes/icd10cm/K59.1>	
MONDO:0001272	functional diarrhea	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K59.1>	Functional diarrhea
MONDO:0001274	anal spasm	skos:exactMatch	<https://icd.codes/icd10cm/K59.4>	
MONDO:0001274	anal spasm	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K59.4>	Anal spasm
MONDO:0001276	expressive language disorder	skos:exactMatch	<https://icd.codes/icd10cm/F80.1>	
MONDO:0001276	expressive language disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F80.1>	Expressive language disorder
MONDO:0001280	choroiditis	skos:broadMatch	<https://icd.codes/icd10cm/H30.9>	
MONDO:0001280	choroiditis	skos:broadMatch	<https://icd.codes/icd10cm/H30.8>	
MONDO:0001280	choroiditis	skos:broadMatch	<https://icd.codes/icd10cm/H30.2>	
MONDO:0001280	choroiditis	skos:broadMatch	<https://icd.codes/icd10cm/H30.1>	
MONDO:0001280	choroiditis	skos:broadMatch	<https://icd.codes/icd10cm/H30.0>	
MONDO:0001280	choroiditis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/H30.9>	Unspecified chorioretinal inflammation
MONDO:0001280	choroiditis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/H30.8>	Other chorioretinal inflammations
MONDO:0001280	choroiditis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/H30.2>	Posterior cyclitis
MONDO:0001280	choroiditis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/H30.1>	Disseminated chorioretinal inflammation
MONDO:0001280	choroiditis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/H30.0>	Focal chorioretinal inflammation
MONDO:0001281	alternating exotropia	skos:exactMatch	<https://icd.codes/icd10cm/H50.15>	
MONDO:0001281	alternating exotropia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H50.15>	Alternating exotropia
MONDO:0001284	endometriosis of intestine	skos:exactMatch	<https://icd.codes/icd10cm/N80.5>	
MONDO:0001284	endometriosis of intestine	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N80.5>	Endometriosis of intestine
MONDO:0001285	endometriosis of pelvic peritoneum	skos:exactMatch	<https://icd.codes/icd10cm/N80.3>	
MONDO:0001285	endometriosis of pelvic peritoneum	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N80.3>	Endometriosis of pelvic peritoneum
MONDO:0001286	exotropia	skos:exactMatch	<https://icd.codes/icd10cm/H50.1>	
MONDO:0001286	exotropia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H50.1>	Exotropia
MONDO:0001287	endometriosis in cutaneous scar	skos:exactMatch	<https://icd.codes/icd10cm/N80.6>	
MONDO:0001287	endometriosis in cutaneous scar	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N80.6>	Endometriosis in cutaneous scar
MONDO:0001288	endometriosis of rectovaginal septum and vagina	skos:exactMatch	<https://icd.codes/icd10cm/N80.4>	
MONDO:0001288	endometriosis of rectovaginal septum and vagina	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N80.4>	Endometriosis of rectovaginal septum and vagina
MONDO:0001291	brain compression	skos:exactMatch	<https://icd.codes/icd10cm/G93.5>	
MONDO:0001291	brain compression	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G93.5>	Compression of brain
MONDO:0001293	subglottis cancer	skos:exactMatch	<https://icd.codes/icd10cm/C32.2>	
MONDO:0001293	subglottis cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C32.2>	Malignant neoplasm of subglottis
MONDO:0001295	idiopathic peripheral autonomic neuropathy	skos:exactMatch	<https://icd.codes/icd10cm/G90.0>	
MONDO:0001295	idiopathic peripheral autonomic neuropathy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G90.0>	Idiopathic peripheral autonomic neuropathy
MONDO:0001296	acquired night blindness	skos:exactMatch	<https://icd.codes/icd10cm/H53.62>	
MONDO:0001296	acquired night blindness	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H53.62>	Acquired night blindness
MONDO:0001297	cardiac tamponade	skos:exactMatch	<https://icd.codes/icd10cm/I31.4>	
MONDO:0001297	cardiac tamponade	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I31.4>	Cardiac tamponade
MONDO:0001305	laryngostenosis	skos:exactMatch	<https://icd.codes/icd10cm/J38.6>	
MONDO:0001305	laryngostenosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J38.6>	Stenosis of larynx
MONDO:0001308	corneal deposit	skos:exactMatch	<https://icd.codes/icd10cm/H18.0>	
MONDO:0001308	corneal deposit	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H18.0>	Corneal pigmentations and deposits
MONDO:0001312	acute serous otitis media	skos:exactMatch	<https://icd.codes/icd10cm/H65.0>	
MONDO:0001312	acute serous otitis media	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H65.0>	Acute serous otitis media
MONDO:0001316	streptococcal meningitis	skos:exactMatch	<https://icd.codes/icd10cm/G00.2>	
MONDO:0001316	streptococcal meningitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G00.2>	Streptococcal meningitis
MONDO:0001323	infant gynecomastia	skos:exactMatch	<https://icd.codes/icd10cm/P83.4>	
MONDO:0001323	infant gynecomastia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/P83.4>	Breast engorgement of newborn
MONDO:0001325	penile cancer	skos:narrowMatch	<https://icd.codes/icd10cm/C60.9>	
MONDO:0001325	penile cancer	skos:narrowMatch	<https://icd.codes/icd10cm/C60.8>	
MONDO:0001325	penile cancer	skos:narrowMatch	<https://icd.codes/icd10cm/C60.2>	
MONDO:0001325	penile cancer	skos:narrowMatch	<https://icd.codes/icd10cm/C60.1>	
MONDO:0001325	penile cancer	skos:narrowMatch	<https://icd.codes/icd10cm/C60.0>	
MONDO:0001326	dental pulp necrosis	skos:exactMatch	<https://icd.codes/icd10cm/K04.1>	
MONDO:0001326	dental pulp necrosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K04.1>	Necrosis of pulp
MONDO:0001327	pelvic muscle wasting	skos:exactMatch	<https://icd.codes/icd10cm/N81.84>	
MONDO:0001327	pelvic muscle wasting	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N81.84>	Pelvic muscle wasting
MONDO:0001330	presbyopia	skos:exactMatch	<https://icd.codes/icd10cm/H52.4>	
MONDO:0001330	presbyopia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H52.4>	Presbyopia
MONDO:0001332	palindromic rheumatism	skos:exactMatch	<https://icd.codes/icd10cm/M12.3>	
MONDO:0001332	palindromic rheumatism	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/M12.3>	Palindromic rheumatism
MONDO:0001337	inflamed seborrheic keratosis	skos:exactMatch	<https://icd.codes/icd10cm/L82.0>	
MONDO:0001337	inflamed seborrheic keratosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/L82.0>	Inflamed seborrheic keratosis
MONDO:0001338	acute apical periodontitis	skos:exactMatch	<https://icd.codes/icd10cm/K04.4>	
MONDO:0001338	acute apical periodontitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K04.4>	Acute apical periodontitis of pulpal origin
MONDO:0001339	portal vein thrombosis	skos:exactMatch	<https://icd.codes/icd10cm/I81>	
MONDO:0001339	portal vein thrombosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I81>	Portal vein thrombosis
MONDO:0001343	impaired renal function disease	skos:exactMatch	<https://icd.codes/icd10cm/N25>	
MONDO:0001343	impaired renal function disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N25>	Disorders resulting from impaired renal tubular function
MONDO:0001353	Bordetella parapertussis infectious disease	skos:exactMatch	<https://icd.codes/icd10cm/A37.1>	
MONDO:0001353	Bordetella parapertussis infectious disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A37.1>	Whooping cough due to Bordetella parapertussis
MONDO:0001361	spontaneous ocular nystagmus	skos:exactMatch	<https://icd.codes/icd10cm/H55.03>	
MONDO:0001361	spontaneous ocular nystagmus	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H55.03>	Visual deprivation nystagmus
MONDO:0001367	chronic congestive splenomegaly	skos:exactMatch	<https://icd.codes/icd10cm/D73.2>	
MONDO:0001367	chronic congestive splenomegaly	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D73.2>	Chronic congestive splenomegaly
MONDO:0001369	chronic laryngitis	skos:exactMatch	<https://icd.codes/icd10cm/J37.0>	
MONDO:0001369	chronic laryngitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J37.0>	Chronic laryngitis
MONDO:0001382	hepatorenal syndrome	skos:exactMatch	<https://icd.codes/icd10cm/K76.7>	
MONDO:0001382	hepatorenal syndrome	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K76.7>	Hepatorenal syndrome
MONDO:0001383	degenerative myopia	skos:exactMatch	<https://icd.codes/icd10cm/H44.2>	
MONDO:0001383	degenerative myopia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H44.2>	Degenerative myopia
MONDO:0001384	myopia	skos:exactMatch	<https://icd.codes/icd10cm/H52.1>	
MONDO:0001384	myopia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H52.1>	Myopia
MONDO:0001391	indeterminate leprosy	skos:exactMatch	<https://icd.codes/icd10cm/A30.0>	
MONDO:0001391	indeterminate leprosy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A30.0>	Indeterminate leprosy
MONDO:0001396	abnormal threshold of rods	skos:exactMatch	<https://icd.codes/icd10cm/H53.61>	
MONDO:0001396	abnormal threshold of rods	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H53.61>	Abnormal dark adaptation curve
MONDO:0001407	tracheal cancer	skos:exactMatch	<https://icd.codes/icd10cm/C33>	
MONDO:0001407	tracheal cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C33>	Malignant neoplasm of trachea
MONDO:0001410	postmenopausal atrophic vaginitis	skos:exactMatch	<https://icd.codes/icd10cm/N95.2>	
MONDO:0001410	postmenopausal atrophic vaginitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N95.2>	Postmenopausal atrophic vaginitis
MONDO:0001413	ulceroglandular tularemia	skos:exactMatch	<https://icd.codes/icd10cm/A21.0>	
MONDO:0001413	ulceroglandular tularemia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A21.0>	Ulceroglandular tularemia
MONDO:0001415	atrophy of testis	skos:exactMatch	<https://icd.codes/icd10cm/N50.0>	
MONDO:0001415	atrophy of testis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N50.0>	Atrophy of testis
MONDO:0001416	female reproductive organ cancer	skos:exactMatch	<https://icd.codes/icd10cm/C51-C58>	
MONDO:0001416	female reproductive organ cancer	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/C51-C58>	Malignant neoplasms of female genital organs (C51-C58)
MONDO:0001422	primary aldosteronism	skos:exactMatch	<https://icd.codes/icd10cm/E26.0>	
MONDO:0001422	primary aldosteronism	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/E26.0>	Primary hyperaldosteronism
MONDO:0001424	obsolete sarcoid meningitis	skos:exactMatch	<https://icd.codes/icd10cm/D86.81>	
MONDO:0001424	obsolete sarcoid meningitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/D86.81>	Sarcoid meningitis
MONDO:0001427	Dieulafoy lesion	skos:exactMatch	<https://icd.codes/icd10cm/K31.82>	
MONDO:0001427	Dieulafoy lesion	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K31.82>	Dieulafoy lesion (hemorrhagic) of stomach and duodenum
MONDO:0001431	toxic or nutritional optic neuropathy	skos:exactMatch	<https://icd.codes/icd10cm/H46.2>	
MONDO:0001431	toxic or nutritional optic neuropathy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H46.2>	Nutritional optic neuropathy
MONDO:0001442	dysthymic disorder	skos:exactMatch	<https://icd.codes/icd10cm/F34.1>	
MONDO:0001442	dysthymic disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F34.1>	Dysthymic disorder
MONDO:0001443	tympanosclerosis	skos:exactMatch	<https://icd.codes/icd10cm/H74.0>	
MONDO:0001443	tympanosclerosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H74.0>	Tympanosclerosis
MONDO:0001444	Chagas disease	skos:exactMatch	<https://icd.codes/icd10cm/B57>	
MONDO:0001444	Chagas disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57>	Chagas' disease
MONDO:0001444	Chagas disease	skos:broadMatch	<https://icd.codes/icd10cm/B57.5>	
MONDO:0001444	Chagas disease	skos:broadMatch	<https://icd.codes/icd10cm/B57.4>	
MONDO:0001444	Chagas disease	skos:broadMatch	<https://icd.codes/icd10cm/B57.3>	
MONDO:0001444	Chagas disease	skos:broadMatch	<https://icd.codes/icd10cm/B57.2>	
MONDO:0001444	Chagas disease	skos:broadMatch	<https://icd.codes/icd10cm/B57.1>	
MONDO:0001444	Chagas disease	skos:broadMatch	<https://icd.codes/icd10cm/B57.0>	
MONDO:0001444	Chagas disease	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57.5>	Chagas' disease (chronic) with other organ involvement
MONDO:0001444	Chagas disease	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57.4>	Chagas' disease (chronic) with nervous system involvement
MONDO:0001444	Chagas disease	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57.3>	Chagas' disease (chronic) with digestive system involvement
MONDO:0001444	Chagas disease	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57.2>	Chagas' disease (chronic) with heart involvement
MONDO:0001444	Chagas disease	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57.1>	Acute Chagas' disease without heart involvement
MONDO:0001444	Chagas disease	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B57.0>	Acute Chagas' disease with heart involvement
MONDO:0001449	lymphocytic choriomeningitis	skos:exactMatch	<https://icd.codes/icd10cm/A87.2>	
MONDO:0001449	lymphocytic choriomeningitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A87.2>	Lymphocytic choriomeningitis
MONDO:0001451	peripheral retinal degeneration	skos:exactMatch	<https://icd.codes/icd10cm/H35.4>	
MONDO:0001451	peripheral retinal degeneration	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H35.4>	Peripheral retinal degeneration
MONDO:0001461	tinea corporis	skos:exactMatch	<https://icd.codes/icd10cm/B35.4>	
MONDO:0001461	tinea corporis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/B35.4>	Tinea corporis
MONDO:0001478	anisometropia	skos:exactMatch	<https://icd.codes/icd10cm/H52.31>	
MONDO:0001478	anisometropia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H52.31>	Anisometropia
MONDO:0001479	cutaneous diphtheria	skos:exactMatch	<https://icd.codes/icd10cm/A36.3>	
MONDO:0001479	cutaneous diphtheria	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A36.3>	Cutaneous diphtheria
MONDO:0001484	paranoid schizophrenia	skos:exactMatch	<https://icd.codes/icd10cm/F20.0>	
MONDO:0001484	paranoid schizophrenia	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F20.0>	Paranoid schizophrenia
MONDO:0001490	corneal granular dystrophy	skos:exactMatch	<https://icd.codes/icd10cm/H18.53>	
MONDO:0001490	corneal granular dystrophy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H18.53>	Granular corneal dystrophy
MONDO:0001491	cough variant asthma	skos:exactMatch	<https://icd.codes/icd10cm/J45.991>	
MONDO:0001491	cough variant asthma	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/J45.991>	Cough variant asthma
MONDO:0001492	kyphoscoliotic heart disease	skos:exactMatch	<https://icd.codes/icd10cm/I27.1>	
MONDO:0001492	kyphoscoliotic heart disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I27.1>	Kyphoscoliotic heart disease
MONDO:0001498	varicocele	skos:exactMatch	<https://icd.codes/icd10cm/I86.1>	
MONDO:0001498	varicocele	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/I86.1>	Scrotal varices
MONDO:0001504	fetishism	skos:exactMatch	<https://icd.codes/icd10cm/F65.0>	
MONDO:0001504	fetishism	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F65.0>	Fetishism
MONDO:0001505	alcoholic hepatitis	skos:exactMatch	<https://icd.codes/icd10cm/K70.1>	
MONDO:0001505	alcoholic hepatitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K70.1>	Alcoholic hepatitis
MONDO:0001506	prostatocystitis	skos:exactMatch	<https://icd.codes/icd10cm/N41.3>	
MONDO:0001506	prostatocystitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N41.3>	Prostatocystitis
MONDO:0001508	patulous eustachian tube	skos:exactMatch	<https://icd.codes/icd10cm/H69.0>	
MONDO:0001508	patulous eustachian tube	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H69.0>	Patulous Eustachian tube
MONDO:0001514	prolapse of urethra	skos:exactMatch	<https://icd.codes/icd10cm/N81.0>	
MONDO:0001514	prolapse of urethra	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/N81.0>	Urethrocele
MONDO:0001515	corneal degeneration	skos:exactMatch	<https://icd.codes/icd10cm/H18.4>	
MONDO:0001515	corneal degeneration	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/H18.4>	Corneal degeneration
MONDO:0001520	kleptomania	skos:exactMatch	<https://icd.codes/icd10cm/F63.2>	
MONDO:0001520	kleptomania	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F63.2>	Kleptomania
MONDO:0001521	intermittent explosive disorder	skos:exactMatch	<https://icd.codes/icd10cm/F63.81>	
MONDO:0001521	intermittent explosive disorder	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F63.81>	Intermittent explosive disorder
MONDO:0001522	pyromania	skos:exactMatch	<https://icd.codes/icd10cm/F63.1>	
MONDO:0001522	pyromania	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F63.1>	Pyromania
