mondo_id	subset	ordo_id	mondo_label	ordo_label
MONDO:0005197	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:100100	thymus neoplasm	Thymic tumor
MONDO:0005198	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:137583	vulvar intraepithelial neoplasia	Vulvar intraepithelial neoplasia
MONDO:0005201	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:217632	restrictive cardiomyopathy	Restrictive cardiomyopathy
MONDO:0005210	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:213620	uterine corpus sarcoma	Sarcoma of the corpus uteri
MONDO:0005212	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:780	rhabdomyosarcoma	Rhabdomyosarcoma
MONDO:0005215	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:494418	vulvar carcinoma	Vulvar carcinoma
MONDO:0005220	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:247203	collecting duct carcinoma	Collecting duct carcinoma
MONDO:0005223	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:98832	acute myeloid leukemia with minimal differentiation	Acute myeloid leukemia with minimal differentiation
MONDO:0005224	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:98833	acute myeloblastic leukemia without maturation	Acute myeloblastic leukemia without maturation
MONDO:0005272	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:98826	myelodysplastic syndrome with single lineage dysplasia	Myelodysplastic neoplasm with low blasts
MONDO:0005308	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:363250	ciliopathy	Ciliopathy
MONDO:0005312	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217067	pouchitis	Pouchitis
MONDO:0005313	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:391673	necrotizing enterocolitis	Necrotizing enterocolitis
MONDO:0005321	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:98974	Fuchs' endothelial dystrophy	Fuchs endothelial corneal dystrophy
MONDO:0005342	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:34145	IgA glomerulonephritis	Immunoglobulin A nephropathy
MONDO:0005380	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:399158	osteonecrosis	Osteonecrosis
MONDO:0005388	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:186	primary biliary cholangitis	Primary biliary cholangitis
MONDO:0005440	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:180226	embryonal carcinoma	Embryonal carcinoma
MONDO:0005459	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3385	human African trypanosomiasis	African trypanosomiasis
MONDO:0005486	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99798	tooth agenesis	Oligodontia
MONDO:0005498	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1267	botulism	Botulism
MONDO:0005502	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99828	dengue disease	Dengue fever
MONDO:0005504	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1679	diphtheria	Diphtheria
MONDO:0005505	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:251946	dysembryoplastic neuroepithelial tumor	Dysembryoplastic neuroepithelial tumor
MONDO:0005508	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:321	hereditary multiple osteochondromas	Multiple osteochondromas
MONDO:0005512	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:168811	malignant peritoneal mesothelioma	Malignant peritoneal mesothelioma
MONDO:0005514	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:35612	nanophthalmia	Nanophthalmos
MONDO:0005526	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3299	tetanus	Tetanus
MONDO:0005543	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:563576	autoimmune hepatitis type 1	Autoimmune hepatitis type 1
MONDO:0005563	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443167	nut midline carcinoma	NUT midline carcinoma
MONDO:0005570	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:97992	hematologic disorder	Rare hematologic disease
MONDO:0005571	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:98427	polycythemia	Polycythemia
MONDO:0005580	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99977	esophageal squamous cell carcinoma	Squamous cell carcinoma of the esophagus
MONDO:0005595	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:494550	laryngeal squamous cell carcinoma	Squamous cell carcinoma of the larynx
MONDO:0005601	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:398961	ovarian mucinous adenocarcinoma	Mucinous adenocarcinoma of ovary
MONDO:0005615	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:86855	plasmacytoma	Plasmacytoma
MONDO:0005619	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99745	typhoid fever	Typhoid
MONDO:0005620	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:85458	cerebral amyloid angiopathy	Cerebral Amyloid Angiopathy
MONDO:0005629	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:67043	Acanthamoeba keratitis	Amoebic keratitis
MONDO:0005631	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:457095	actinomycosis	Actinomycosis
MONDO:0005645	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:78	ancylostomiasis	Ankylostomiasis
MONDO:0005657	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1163	aspergillosis	Aspergillosis
MONDO:0005661	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:108	babesiosis	Babesiosis
MONDO:0005662	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1223	balantidiasis	Balantidiasis
MONDO:0005668	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99908	bird fancier's lung	Pigeon-breeder lung disease
MONDO:0005674	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:363976	bone giant cell tumor	Giant cell tumor of bone
MONDO:0005680	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:99990	Brill-Zinsser disease	Brill-Zinsser disease
MONDO:0005683	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1304	brucellosis	Brucellosis
MONDO:0005692	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:50839	cat-scratch disease	Cat-scratch disease
MONDO:0005696	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:641396	central nervous system tuberculosis	Central nervous system tuberculosis
MONDO:0005705	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:658917	clonorchiasis	Clonorchiasis
MONDO:0005706	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:228123	coccidioidomycosis	Coccidioidomycosis
MONDO:0005708	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:83595	Colorado tick fever	Colorado tick fever
MONDO:0005710	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:168966	composite lymphoma	Composite lymphoma
MONDO:0005711	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2140	congenital diaphragmatic hernia	Congenital diaphragmatic hernia
MONDO:0005714	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:499009	congenital syphilis	Congenital syphilis
MONDO:0005715	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:858	congenital toxoplasmosis	Congenital toxoplasmosis
MONDO:0005724	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1546	cryptococcosis	Cryptococcosis
MONDO:0005725	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:210	cyclosporiasis	Cyclosporiasis
MONDO:0005736	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:83594	eastern equine encephalitis	Eastern equine encephalitis
MONDO:0005737	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319218	Ebola hemorrhagic fever	Ebola hemorrhagic fever
MONDO:0005744	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:876	yolk sac tumor	Yolk sac tumor
MONDO:0005761	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2035	filarial elephantiasis	Lymphatic filariasis
MONDO:0005764	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:86902	follicular dendritic cell sarcoma	Follicular dendritic cell sarcoma
MONDO:0005769	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3020	geniculate herpes zoster	Ramsay Hunt syndrome
MONDO:0005773	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:221117	Gerstmann syndrome	Gerstmann syndrome
MONDO:0005774	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:659908	glanders	Glanders
MONDO:0005789	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:402823	hepatitis D virus infection	Hepatitis delta
MONDO:0005797	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:90081	HIV wasting syndrome	AIDS wasting syndrome
MONDO:0005802	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:401	hymenolepiasis	Hymenolepiasis
MONDO:0005803	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:443095	hyperinsulinemic hypoglycemia	Hyperinsulinemic hypoglycaemia
MONDO:0005815	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:506052	pancreatic neuroendocrine neoplasm	Neuroendocrine neoplasm of pancreas
MONDO:0005817	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:157823	Kluver-Bucy syndrome	Klüver-Bucy syndrome
MONDO:0005820	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99824	Lassa fever	Lassa fever
MONDO:0005823	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:549	legionellosis	Legionnaires disease
MONDO:0005823	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:600832	legionellosis	Legionella infection
MONDO:0005825	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:509	leptospirosis	Leptospirosis
MONDO:0005828	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:533	listeriosis	Listeriosis
MONDO:0005835	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:144	Lynch syndrome	Lynch syndrome
MONDO:0005838	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2459	mansonelliasis	Mansonelliasis
MONDO:0005846	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2552	microsporidiosis	Microsporidiosis
MONDO:0005851	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:98919	Miller Fisher syndrome	Miller Fisher syndrome
MONDO:0005854	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:809	mixed connective tissue disease	Mixed connective tissue disease
MONDO:0005888	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:660053	ornithosis	Psittacosis
MONDO:0005893	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:506098	pancreatic endocrine carcinoma	Neuroendocrine carcinoma of pancreas
MONDO:0005894	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:73260	paracoccidioidomycosis	Paracoccidioidomycosis
MONDO:0005895	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:658913	paragonimiasis	Paragonimiasis
MONDO:0005916	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:662721	placenta accreta	Placenta accreta spectrum disorder
MONDO:0005919	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439167	placental insufficiency	Placental insufficiency
MONDO:0005933	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:64741	pulmonary blastoma	Pulmonary blastoma
MONDO:0005942	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3096	Reye syndrome	Reye syndrome
MONDO:0005968	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:826	sporotrichosis	Sporotrichosis
MONDO:0005969	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:83484	st. Louis encephalitis	St. Louis encephalitis
MONDO:0005974	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:76	strongyloidiasis	Strongyloidiasis
MONDO:0005979	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:97330	thoracic outlet syndrome	Thoracic outlet syndrome
MONDO:0005988	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:3343	toxocariasis	Toxocariasis
MONDO:0005991	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:64694	trench fever	Trench fever
MONDO:0006009	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:98252	viral encephalitis	Infectious encephalitis
MONDO:0006015	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:100067	Waterhouse-Friderichsen syndrome	Waterhouse-Friderichsen syndrome
MONDO:0006033	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:497188	diffuse intrinsic pontine glioma	Diffuse intrinsic pontine glioma
MONDO:0006037	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2189	hydrolethalus syndrome	Hydrolethalus
MONDO:0006043	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:213531	metaplastic breast carcinoma	Metaplastic carcinoma of the breast
MONDO:0006045	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:398971	ovarian clear cell adenocarcinoma	Clear cell adenocarcinoma of the ovary
MONDO:0006079	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:314422	ameloblastic carcinoma	Ameloblastic carcinoma
MONDO:0006131	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:251931	cerebellar liponeurocytoma	Cerebellar liponeurocytoma
MONDO:0006132	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:213828	cervical adenoid basal carcinoma	Adenoid basal carcinoma of the cervix uteri
MONDO:0006133	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:213823	cervical adenoid cystic carcinoma	Adenoid cystic carcinoma of the cervix uteri
MONDO:0006143	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:213767	cervical squamous cell carcinoma	Squamous cell carcinoma of the cervix uteri
MONDO:0006183	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:71274	disseminated peritoneal leiomyomatosis	Disseminated peritoneal leiomyomatosis
MONDO:0006210	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:401920	fibrolamellar hepatocellular carcinoma	Fibrolamellar hepatocellular carcinoma
MONDO:0006230	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:418959	gastric squamous cell carcinoma	Squamous cell carcinoma of the stomach
MONDO:0006238	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:96256	growth hormone-producing pituitary gland adenoma	Somatotropic adenoma
MONDO:0006247	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:98287	histiocytic and dendritic cell neoplasm	Histiocytic and dendritic cell tumor
MONDO:0006248	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99927	hydatidiform mole	Hydatidiform mole
MONDO:0006260	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319319	kidney medullary carcinoma	Renal medullary carcinoma
MONDO:0006277	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:538	lung lymphangioleiomyomatosis	Lymphangioleiomyomatosis
MONDO:0006292	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:50251	malignant mesothelioma	Pleural mesothelioma
MONDO:0006335	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:454723	ovarian endometrioid adenocarcinoma	Endometrioid carcinoma of ovary
MONDO:0006339	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:569248	ovarian microcystic stromal tumor	Microcystic stromal tumor
MONDO:0006346	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424046	pancreatic acinar cell carcinoma	Acinar cell carcinoma of pancreas
MONDO:0006359	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:595133	neoplasm with perivascular epithelioid cell differentiation	Perivascular epithelioid cell neoplasm
MONDO:0006363	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:168816	peritoneal multicystic mesothelioma	Peritoneal inclusion cyst
MONDO:0006369	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:251919	pineal parenchymal tumor of intermediate differentiation	Pineal parenchymal tumor of intermediate differentiation
MONDO:0006372	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:251623	pituicytoma	Pituicytoma
MONDO:0006373	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:99408	pituitary gland adenoma	Pituitary adenoma
MONDO:0006383	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:178544	primary cutaneous diffuse large B-cell lymphoma, Leg type	Primary cutaneous diffuse large B-cell lymphoma, leg type
MONDO:0006412	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:158014	sinus histiocytosis with massive lymphadenopathy	Rosaï-Dorfman disease
MONDO:0006447	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:363494	testicular non-seminomatous germ cell tumor	Non-seminomatous germ cell tumor of testis
MONDO:0006451	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99868	thymic carcinoma	Thymic carcinoma
MONDO:0006456	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99867	thymoma	Thymoma
MONDO:0006468	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:142	thyroid gland undifferentiated (anaplastic) carcinoma	Anaplastic thyroid carcinoma
MONDO:0006479	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424080	undifferentiated pancreatic carcinoma with osteoclast-like giant cells	Undifferentiated carcinoma with osteoclast-like giant cells of pancreas
MONDO:0006486	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:39044	uveal melanoma	Uveal melanoma
MONDO:0006543	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:303	epidermolysis bullosa dystrophica	Dystrophic epidermolysis bullosa
MONDO:0006558	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:63275	pemphigoid gestationis	Pemphigoid gestationis
MONDO:0006583	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:542592	necrobiosis lipoidica	Necrobiosis lipoidica
MONDO:0006602	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:79358	porokeratosis	Porokeratosis
MONDO:0006606	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:352763	scleredema adultorum	Scleredema
MONDO:0006614	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:48377	subcorneal pustular dermatosis	Subcorneal pustular dermatosis
MONDO:0006639	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1501	adrenal cortex carcinoma	Adrenocortical carcinoma
MONDO:0006651	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:280886	anterior uveitis	Anterior uveitis
MONDO:0006663	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:137577	perinatal asphyxia	Neonatal hypoxic and ischemic brain injury
